"","Orthology","Reaction","Reaction_decode","Pathway","Pathway_decode","Module","Module_decode","KEGG.mergedColors","KEGG.yellow","KEGG.black","KEGG.brown","KEGG.purple","KEGG.red","KEGG.turquoise","KEGG.magenta","KEGG.blue","KEGG.green","KEGG.yellow.p","KEGG.black.p","KEGG.brown.p","KEGG.purple.p","KEGG.red.p","KEGG.turquoise.p","KEGG.magenta.p","KEGG.blue.p","KEGG.green.p"
"K06298","gerM; germination protein M","","","","","","","blue",-0.295807770516238,-0.27430425359241,-0.0290876452670755,-0.0858771297293539,-0.0922868608675285,-0.0244580303343618,0.106214326362858,0.537053833691468,0.0227442221288962,3.96040468343519e-11,1.02641170999512e-09,0.525372794860092,0.060371207113357,0.0435049577178142,0.593361295367372,0.0200654921053273,3.84232529447689e-37,0.619509757685479
"K18704","tarL; CDP-ribitol ribitolphosphotransferase / teichoic acid ribitol-phosphate polymerase [EC:2.7.8.14 2.7.8.47]","R12869","n CDP-ribitol + G13172 <=> n CMP + G13173","","","","","blue",-0.322467740293662,-0.391901847729332,-0.00364962272428049,-0.0746523390514349,0.0542701618023734,-0.0426975494410949,0.0838054016591875,0.536573516402492,0.111796929646578,4.71649877777592e-13,4.92937962659003e-19,0.936501737470185,0.102710020679835,0.235807565962855,0.351096148694304,0.0668615591160027,4.57103549635146e-37,0.014361928000858
"K22293","rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor","","","","","","","blue",-0.421826922919078,-0.227891699290906,0.214270982143827,-0.0514539171741274,0.00462471043682521,0.305480191279611,0.0598691397982379,0.535028253457465,0.0440186875587027,4.34483142455059e-22,4.62850200169078e-07,2.21912902397712e-06,0.261044294694661,0.919587915625828,8.35729974584776e-12,0.190856291886922,7.9769168632115e-37,0.336378757792154
"K02036","pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1]","","","map02010","ABC transporters","","","blue",-0.411166729894464,-0.462267907152924,0.0620015212081828,0.0142017681334525,0.461152174760043,0.0966788814662166,0.236250767418536,0.534180204629275,0.333022491819073,5.77686125961695e-21,9.84447763023454e-27,0.175504302377459,0.756542391557971,1.34850338874494e-26,0.0344001595358488,1.68299259833517e-07,1.08147795341565e-36,7.19860539557504e-14
"K03563","csrA; carbon storage regulator","","","map05111","Biofilm formation - Vibrio cholerae","","","blue",-0.299844204574825,-0.328768484750705,-0.031914033202931,-0.0259985399813623,-0.0128256020795707,0.0981602550622001,0.092536596149785,0.533446721417594,0.0103971334953662,2.0836618798823e-11,1.54915000361453e-13,0.485912127569581,0.570296340582178,0.779492755844549,0.0317202248994256,0.0429376481127871,1.4061825799548e-36,0.820451753884151
"K03716","splB; spore photoproduct lyase [EC:4.1.99.14]","","","","","","","blue",-0.310376228159407,-0.275537854140482,-0.0168008635635556,-0.0663385524732316,-0.0725622118551087,0.0120848854021021,0.0995835958278662,0.532055872421668,0.0303894950469864,3.7187907130199e-12,8.57962598986989e-10,0.713790569572748,0.147143874478604,0.11272942689539,0.791926930143037,0.0293154488976438,2.30936016361842e-36,0.506996240388505
"K01567","pdaA; peptidoglycan-N-acetylmuramic acid deacetylase [EC:3.5.1.-]","","","","","","","blue",-0.379690536043088,-0.423655710372092,0.0214180202977644,-0.0667182086368235,0.110139043309172,0.0575287410178002,0.0223070815212836,0.529316534653217,0.0731517268059524,7.12581862907871e-18,2.76141408044143e-22,0.640081277066645,0.144838040382927,0.015884727844149,0.208815417054786,0.626258797606828,6.09421127701623e-36,0.109828711110924
"K06391","spoIIIAB; stage III sporulation protein AB","","","","","","","blue",-0.410991054743725,-0.389979872403633,0.0667018677634213,-0.0319792400471596,0.0536499611454538,-0.0235338452528054,-0.00344411632518177,0.528855174068127,0.0963088440998496,6.02386930302294e-21,7.56150168656771e-19,0.144936714641318,0.485020994424369,0.241211886935535,0.607399667895482,0.940070346922657,7.16995379082935e-36,0.0350989274295192
"K17074","lysX2; putative lysine transport system permease protein","","","map02010","ABC transporters","","","blue",-0.321799433911572,-0.263401535675863,0.0629218294087539,0.20468673430566,0.00909863284482951,-0.0133097614227441,0.16917435152573,0.528427980521209,0.0836500897678646,5.29967235647251e-13,4.81498689596462e-09,0.169169863391627,6.30233458222236e-06,0.842562252590995,0.771395401955837,0.000199433806862602,8.33278479334836e-36,0.0673703622562763
"K10536","aguA; agmatine deiminase [EC:3.5.3.12]","R01416","Agmatine + H2O <=> N-Carbamoylputrescine + Ammonia","map01100","Metabolic pathways","","","blue",-0.307812957857993,-0.347707341557155,-0.00954250548591934,-0.105682038829176,0.416107141945046,-0.042412401921835,0.0961747949551599,0.527836428916531,0.0714010392380383,5.69281868709168e-12,4.65545552562308e-15,0.834989260796794,0.0207004979556909,1.7615831935918e-21,0.35432526694981,0.0353550249438625,1.02570892218563e-35,0.118618753540344
"K07705","lytT, lytR; two-component system, LytTR family, response regulator LytT","","","map02020","Two-component system","","","blue",-0.284430305317173,-0.308962649108861,0.0309213717063844,0.0108831956900452,-0.0228943274107402,0.0433610476107126,0.0964019939130117,0.527447986072531,0.145746399350791,2.29443704297899e-10,4.70549912379186e-12,0.499586472453337,0.812210685172778,0.617199587831363,0.343654675715117,0.0349218981086745,1.17538386161987e-35,0.00138107634526447
"K01647","CS, gltA; citrate synthase [EC:2.3.3.1]","R00351","Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate","map01230","Biosynthesis of amino acids","M00740","Methylaspartate cycle","blue",-0.486784748636514,0.0888132386940967,0.443416037239037,-0.109313939506878,-0.182548438874469,-0.117156127747781,0.193349547138556,0.52453416406305,0.026356511349467,7.24200553235838e-30,0.052072469098383,1.72171375523363e-24,0.0166940416003304,5.85336423356716e-05,0.0102810468838853,2.0362575168409e-05,3.24707697287539e-35,0.564998321033326
"K00002","AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]","R05231","6-Hydroxyhexanoic acid + NADP+ <=> Adipate semialdehyde + NADPH + H+","map01220","Degradation of aromatic compounds","M00129","Ascorbate biosynthesis, animals, glucose-1P => ascorbate","blue",-0.371212872189419,-0.365950418596266,0.051244221342008,0.0492865280429092,0.119981492434697,-0.00052222073010464,0.264271830494898,0.523922621688208,0.145198274876407,4.26543920709502e-17,1.26174796167793e-16,0.262995205027224,0.281692820722942,0.00857462400282465,0.990904713897584,4.26690322449632e-09,4.01394907465636e-35,0.00144046096592307
"K10193","togM; oligogalacturonide transport system permease protein","","","map02010","ABC transporters","","","blue",-0.408584502087642,-0.209570575811707,0.223922185538849,-0.033194113025254,-0.0655780914922258,0.0639003389278947,0.0534528558021808,0.523624629852672,-0.00100684796740994,1.06632807921137e-20,3.72502726667705e-06,7.38416019718015e-07,0.468580712394938,0.151846526742476,0.162624015981522,0.242947492209374,4.45012663706861e-35,0.982465205595505
"K19507","PTS-Gfr-EIIB, gfrB; PTS system, fructoselysine/glucoselysine-specific IIB component [EC:2.7.1.-]","","","map02060","Phosphotransferase system (PTS)","","","blue",-0.308143041757608,-0.34641928185647,-0.0309627580336091,-0.0136449386204346,0.116438039679803,0.167162266569228,0.18215195727675,0.521812897282351,0.11471886932456,5.39031747422518e-12,5.95404731572476e-15,0.499012317559885,0.765804158862457,0.0107601522974834,0.000237984704160631,6.07783706724861e-05,8.31376819188399e-35,0.0119884248869801
"K01523","hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]","R04035","1-(5-Phospho-D-ribosyl)-ATP + H2O <=> Phosphoribosyl-AMP + Diphosphate","map01230","Biosynthesis of amino acids","M00026","Histidine biosynthesis, PRPP => histidine","blue",-0.41908071647135,-0.369732353538292,0.109283649129138,0.0315237544741541,0.153714990868181,0.0615157848942771,0.39431354954791,0.520445534785042,0.485835994773934,8.5370644993134e-22,5.79896334251923e-17,0.0167244269601775,0.491264183982241,0.000736792610096029,0.178917908070349,2.87011763287188e-19,1.32914056530311e-34,9.68007603999728e-30
"K07467","rstA1; phage replication initiation protein","","","","","","","blue",-0.378367698007737,-0.395850383695715,0.0290346263303362,0.0714511082931733,0.0205659908763733,0.0163412101798201,0.173044440305933,0.520270800683489,0.21021726142926,9.45371352274096e-18,2.02864909439171e-19,0.52612833024447,0.118359943391364,0.653445969676259,0.721290773997294,0.000141164904075643,1.41105610989699e-34,3.47121716850477e-06
"K10546","ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein","","","map02010","ABC transporters","","","blue",-0.319053371168264,-0.390840481651224,0.0208035589103281,0.0302007398031757,0.125988411360688,0.149973153816127,0.348649474971289,0.519369329192882,0.168593320305513,8.53041287635497e-13,6.24533106835788e-19,0.649708151070019,0.509639630106239,0.00575899398600996,0.00099341125890089,3.88593926300774e-15,1.92001452456447e-34,0.000209918760678081
"K10194","togN; oligogalacturonide transport system permease protein","","","map02010","ABC transporters","","","blue",-0.404233021693959,-0.205036300225456,0.223300864895679,-0.0351913501644946,-0.0736356598363999,0.0808921182088835,0.0484906271105639,0.519193484591174,-0.000928065268715049,2.95985051148267e-20,6.07205785119212e-06,7.93814466020701e-07,0.442234133947676,0.107491735469273,0.0769465848410737,0.289545363196842,2.03868298374853e-34,0.98383705327439
"K06295","gerKA; spore germination protein KA","","","","","","","blue",-0.431935499447055,-0.304213961031194,0.132481890077329,-0.0858176576336113,0.00699731267999064,-0.0663197474069709,-0.0119378200669264,0.518726422796464,0.038024222288677,3.4257122539827e-23,1.02790551743136e-11,0.00367551473271913,0.060549985507765,0.878599048457463,0.147258809763028,0.79440206984121,2.39031259876995e-34,0.406354083974806
"K19167","abiQ; protein AbiQ","","","","","","","blue",-0.292727034652131,-0.36282497749749,-0.049096327686175,-0.0319685453038135,-0.0205168636551236,-0.036635075577965,0.166817306447526,0.518300916661203,0.101171975985452,6.42235255194712e-11,2.38033461693178e-16,0.283556154982616,0.485167090959091,0.654220008244666,0.423727335689559,0.000245256335227452,2.76260058208194e-34,0.0268180890774214
"K15580","oppA, mppA; oligopeptide transport system substrate-binding protein","","","map02024","Quorum sensing","","","blue",-0.38468832230861,-0.334052589577073,0.127064240640591,-0.0537127776290649,0.366660858385009,0.35922713045031,0.238292653777865,0.515668028149813,0.467342510814593,2.42061589967965e-18,5.96856358958156e-14,0.00535331317367534,0.240660591371998,1.09116301672712e-16,4.90058048499381e-16,1.30686614529981e-07,6.73486591086911e-34,2.31873578978051e-27
"K00128","ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]","R08146","2-trans,6-trans-Farnesal + NAD+ + H2O <=> Farnesoic acid + NADH + H+","map01130","Biosynthesis of antibiotics","M00135","GABA biosynthesis, eukaryotes, putrescine => GABA","blue",-0.436856040904923,-0.303746766940412,0.159709480332794,0.100268019374237,0.0980416729105323,-0.00999984115698356,0.382044294142397,0.51561059543324,0.189908043856205,9.6415751202358e-24,1.10919709796861e-11,0.000450086269537631,0.0282158962812763,0.031927973371114,0.827202502850537,4.29538260303775e-18,6.86646879783623e-34,2.86912509536839e-05
"K06156","gntU; Gnt-I system low-affinity gluconate transporter","","","","","","","blue",-0.432133987408948,-0.178552414726024,0.241550467333085,-0.0379833654757918,0.0677969947323971,0.421251529215707,0.0538737505795977,0.514503259638133,0.0581967933174663,3.25622376464933e-23,8.52222255889927e-05,8.6874734103165e-08,0.40685892820602,0.13843663822439,5.00791462382011e-22,0.239251887027042,9.96470918838643e-34,0.203568968715861
"K02483","K02483; two-component system, OmpR family, response regulator","","","","","","","blue",-0.328757961465793,-0.199249169523813,0.126101642964267,-0.0709846752644277,0.110949692117598,0.421286856597409,0.442555883280211,0.513808275515919,0.0786298770809997,1.55206687264297e-13,1.11531482586124e-05,0.00571503136639198,0.120788132278717,0.0151232970555297,4.96447274739949e-22,2.16268673083816e-24,1.25796162420908e-33,0.0856025387028228
"K11184","chr, crh; catabolite repression HPr-like protein","","","","","","","blue",-0.289619474452523,-0.409545037705676,-0.0254699874296061,0.0295661724886142,0.0586702808857057,-0.0258314230503408,0.194039857189041,0.512368822670621,0.158808331702211,1.03975892994781e-10,8.49455454843071e-21,0.578161862631133,0.518578766991246,0.199908871482937,0.572777747138142,1.89952392528657e-05,2.0348823601425e-33,0.000485241846564407
"K19310","bcrB; bacitracin transport system permease protein","","","map02010","ABC transporters","","","blue",-0.437970655477754,-0.321615647108153,0.178799875796399,-0.0543629114913742,0.104305152794718,-0.0658610476357587,0.131602230631647,0.511049150949949,0.145109033554097,7.21387256900785e-24,5.47205282470791e-13,8.32819762552171e-05,0.235006760075737,0.0224247160338927,0.150083587720671,0.00391054919026033,3.15614996222031e-33,0.00145034868667798
"K07473","dinJ; DNA-damage-inducible protein J","","","","","","","blue",-0.453590726123371,-0.31349948171773,0.195988100797354,-0.00831488873916248,0.18460171865119,-0.0155647699218823,0.182052750644767,0.509369114553945,0.144990306171223,1.10373673083106e-25,2.20110787678416e-12,1.55909264167823e-05,0.855968936035356,4.81076803851453e-05,0.734020574840205,6.13526170606423e-05,5.50334658041202e-33,0.00146360006613016
"K06937","K06937; 7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [EC:2.1.1.-]","","","","","","","blue",-0.351564782949193,-0.339713649004743,0.09031604091066,-0.000464314363538929,0.149701293674946,-0.0252122000023303,0.311879094213404,0.509263710941877,0.179484857550615,2.21317369429196e-15,2.10457151949763e-14,0.0482071835060252,0.991913206747439,0.00101494926026765,0.582016424307055,2.89162139583186e-12,5.69812108827436e-33,7.81260463495907e-05
"K00917","lacC; tagatose 6-phosphate kinase [EC:2.7.1.144]","R03236","D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP","map01100","Metabolic pathways","","","blue",-0.392274079118262,-0.325275086170039,0.115102692101861,0.0434703044168829,0.176984366031811,-0.0196971413369181,0.335319513471043,0.508752186857423,0.250940927418688,4.53590513531974e-19,2.88116622535196e-13,0.0117039387540134,0.342439003179862,9.85416696100682e-05,0.667189550882564,4.73546175130435e-14,6.74466861772734e-33,2.5903678918513e-08
"K07448","mrr; restriction system protein","","","","","","","blue",-0.423340911616887,-0.34437703503201,0.0935577080738419,0.00530736776494278,0.0968242355775865,0.126054161581467,0.105287480097396,0.506099327602813,0.075332265981394,2.98607456308238e-22,8.77441774589542e-15,0.0406824760357529,0.907767664966467,0.0341289366374389,0.00573342933704904,0.0211824000850146,1.60975135873425e-32,0.0996073754710295
"K07469","mop; aldehyde oxidoreductase [EC:1.2.99.7]","","","","","","","blue",-0.337343751888919,-0.327940365090839,0.0678863303478706,-0.0144642731989787,0.0620342704687866,0.00897556209503675,0.251814347923556,0.505514331642013,0.131925386197963,3.26446671223508e-14,1.79591883899407e-13,0.137916430428796,0.752188105269916,0.175275905491413,0.844664589201676,2.30880986266517e-08,1.94815776527341e-32,0.00382266906882257
"K01938","fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]","R00943","Tetrahydrofolate + Formate + ATP <=> ADP + Orthophosphate + 10-Formyltetrahydrofolate","map01200","Carbon metabolism","M00377","Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)","blue",-0.524998424265819,-0.166158052876574,0.310926194769593,0.0311009074953575,0.076122824195637,-0.245709027638255,0.262171254582264,0.504816974073325,0.249693592133868,2.76353060600415e-35,0.000259734542553261,3.39226975538346e-12,0.49709829556114,0.0960941096251815,5.11451836016209e-08,5.70771800866878e-09,2.44453637619774e-32,3.05073523151373e-08
"K02404","flhF; flagellar biosynthesis protein FlhF","","","","","","","blue",-0.32162568747578,-0.269169390560745,0.0174851010130226,-0.0477354062307484,-0.0568835706525996,-0.0555714513703905,0.033438064043335,0.504521820687737,-0.000689983664776688,5.46249551006177e-13,2.14396837455813e-09,0.702676883420744,0.297131190977808,0.213974210309099,0.224747285108311,0.465316912663747,2.6905957066892e-32,0.987983054972492
"K00384","trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]","R09372","2 NADPH + 2 H+ + Methylselenic acid <=> 2 NADP+ + 2 H2O + Methaneselenol","map00450","Selenocompound metabolism","","","blue",-0.531478134572243,-0.0300712019486412,0.450767661641281,0.139984835227617,0.148774814346904,0.0429923868682847,0.316128365315464,0.502545805339692,0.146329329903284,2.83591232755701e-36,0.511457872812565,2.38745793665734e-25,0.00213452903721737,0.00109162693938997,0.347776914610937,1.40879297306339e-12,5.10104691175678e-32,0.00132039687377173
"K06408","spoVAF; stage V sporulation protein AF","","","","","","","blue",-0.367035346415839,-0.339895174973712,0.100620919595558,0.102076191203036,0.0227551445459747,0.119507198870152,0.0567002446814727,0.502384117706314,0.0906860965611027,1.01058802099969e-16,2.03466625228479e-14,0.0276629233897121,0.0254799290856655,0.619341531303908,0.0088421460105832,0.215456669054071,5.37416583660452e-32,0.0472931530497037
"K01046","lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]","R02687","1,2-Diacyl-sn-glycerol + H2O <=> 1-Acylglycerol + Fatty acid","map01100","Metabolic pathways","M00098","Acylglycerol degradation","blue",-0.36906102422524,-0.327619974062738,0.0846698459327653,-0.0456839021271147,0.00530924867116035,-0.038539049247844,-0.00331629862715535,0.502326951614052,0.0599918209852627,6.66203933658658e-17,1.90138498572423e-13,0.0640869569897609,0.318400756910197,0.907735123860999,0.400024660869165,0.942290505344517,5.47415254104205e-32,0.189947172328154
"K00197","cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]","R10243","Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO","map01200","Carbon metabolism","M00422","Acetyl-CoA pathway, CO2 => acetyl-CoA","blue",-0.324040550539101,-0.374420924077481,0.0308389039819139,0.0142210264594309,0.0684209696163098,-0.0331320638213324,0.258240262185555,0.501909699712204,0.171259813666735,3.58073023378098e-13,2.18056871401808e-17,0.500731593600907,0.756222681341142,0.134834524867974,0.469412873837365,9.77130293833689e-09,6.2618870379759e-32,0.000165703295510856
"K04562","flhG, fleN; flagellar biosynthesis protein FlhG","","","","","","","blue",-0.326628610865612,-0.223956638199323,0.0652050938537384,-0.0642085713416536,-0.0370266323232277,-0.0414412706165916,0.0272129561487715,0.500215088412748,-0.0122894620919216,2.26762221997788e-13,7.35455367767784e-07,0.154194425037416,0.160602024968765,0.418787033005846,0.365462424398809,0.552419444866837,1.07898737198126e-31,0.788487341717025
"K01854","glf; UDP-galactopyranose mutase [EC:5.4.99.9]","R09009","UDP-L-arabinose <=> UDP-L-arabinofuranose","map01100","Metabolic pathways","","","blue",-0.206118759929886,-0.0868133303257765,0.253707799267751,-0.019989570345927,-0.213965677122089,-0.142589415671505,0.211012290322294,0.497980459718383,0.0965111251118749,5.40881113918935e-06,0.0576139199401854,1.79642918146942e-08,0.662551139487722,2.29587232171965e-06,0.00175660034619739,3.18179790527284e-06,2.2009902567918e-31,0.0347154637755206
"K02103","araR; GntR family transcriptional regulator, arabinose operon transcriptional repressor","","","","","","","blue",-0.396808478690742,-0.234706910151557,0.190735410813191,-0.0534195089955347,-0.06998481000397,-0.0605985869297581,0.0176791324440995,0.496303008418182,0.0410095727406552,1.63253472777063e-19,2.03459707645474e-07,2.64355930838973e-05,0.243241989899492,0.12612410330871,0.185497508273784,0.699536712887056,3.74566534855494e-31,0.370482423341823
"K00662","aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]","","","","","","","blue",-0.393408583896879,-0.234222014328318,0.17042554391278,-0.00240888967321025,-0.0706983179266233,0.00927595373360818,0.0198804238076913,0.495684392221577,0.0486425267248817,3.51776687143897e-19,2.15893812043208e-07,0.000178498203104797,0.958063800313196,0.122298014223307,0.839535166187992,0.664280888720039,4.55368583598e-31,0.288035450960953
"K07566","tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]","R10463","L-Threonine + ATP + HCO3- + H+ <=> L-Threonylcarbamoyladenylate + Diphosphate + H2O","","","","","blue",-0.345561037947818,-0.382567016978301,-0.136491584865362,-0.0422633989019126,0.179600332817236,-0.00663412996281274,0.107944698818182,0.491935010063078,0.0237441388352571,7.01026269613863e-15,3.83653429158811e-18,0.00275815302573309,0.356020048369045,7.72870532316739e-05,0.884855154275675,0.0181168442125001,1.47519202404507e-30,0.604192337718275
"K08884","K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]","","","","","","","blue",-0.277052751891799,-0.243836028971204,-0.0150068071023686,-0.0519659032141994,-0.0588205503836991,-0.0654340870210448,0.0979835396019304,0.489453917604617,0.011205138745571,6.87589258727589e-10,6.50060326880157e-08,0.743213872715869,0.256323010047371,0.198757351910812,0.152749751023289,0.0320302432829922,3.18567157163864e-30,0.806763550339316
"K03411","cheD; chemotaxis protein CheD [EC:3.5.1.44]","","","map02030","Bacterial chemotaxis","","","blue",-0.305655696703583,-0.248090606218558,0.0412164868721753,-0.0247353093729433,-0.0649497054845129,0.00435516343159736,0.0328277163188013,0.489027249920815,-0.00315435052045612,8.1203150783045e-12,3.75963440483142e-08,0.368071017841875,0.589178496094563,0.155817803865162,0.924260166469583,0.473506347042655,3.63432510627065e-30,0.945104139498089
"K02109","ATPF0B, atpF; F-type H+-transporting ATPase subunit b","","","map01100","Metabolic pathways","M00157","F-type ATPase, prokaryotes and chloroplasts","blue",-0.233626072661232,-0.463703957667683,-0.22269502965636,-0.0550124531255784,-0.00498985819374248,-0.108474148605256,0.165612891561392,0.483550735260942,0.0651748010616589,2.32180097532189e-07,6.55477282860542e-27,8.5166134067365e-07,0.229452349581784,0.9132629898723,0.0175545960060048,0.000272306517718146,1.94003733527233e-29,0.154386309063918
"K00194","cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]","R10243","Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO","map01200","Carbon metabolism","M00422","Acetyl-CoA pathway, CO2 => acetyl-CoA","blue",-0.313582573309185,-0.382530741219048,0.0240816306042911,0.0139681332585052,0.0977523001551726,-0.002748533391343,0.289797673456514,0.481866299893706,0.191314903324268,2.17042746246936e-12,3.86675608172402e-18,0.599060932981596,0.760424291652984,0.032439822474037,0.95215759770659,1.01158630169796e-10,3.22781755068515e-29,2.49569664029333e-05
"K04566","lysK; lysyl-tRNA synthetase, class I [EC:6.1.1.6]","R03658","ATP + L-Lysine + tRNA(Lys) <=> AMP + Diphosphate + L-Lysyl-tRNA","map00970","Aminoacyl-tRNA biosynthesis","","","blue",-0.37514692745164,-0.3326434761224,0.108251557861053,0.0360144480871577,0.150415061826409,-0.0099634367964065,0.219159634826639,0.478840220376744,0.361489786231281,1.87143222222299e-17,7.71105983301933e-14,0.0177890907662935,0.431627079123277,0.000959299533069937,0.827821726972779,1.27886275834751e-06,7.99913758353765e-29,3.11518887692683e-16
"K06384","spoIIM; stage II sporulation protein M","","","","","","","blue",-0.366127842183616,-0.306631905025596,0.0988938350999441,0.0197518929304065,0.00552394528149539,-0.00638442710200299,0.0294755601642017,0.478646953923259,0.0828828947302854,1.21683892502059e-16,6.91719805073366e-12,0.0304605548787499,0.666320127430901,0.904021737286778,0.889160660384198,0.519861779116105,8.47387560813049e-29,0.0699304968083842
"K06608","iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor","","","","","","","blue",-0.287269432876475,-0.337205051330452,0.0207229317264547,0.0942556146151833,0.081379679747502,0.0737059252224325,0.348182383830962,0.476038060222227,0.175674943658581,1.49100268993158e-10,3.34903388977986e-14,0.650975734152607,0.0391993825015602,0.0751774782958825,0.107155703105702,4.25041167730612e-15,1.8387628489134e-28,0.000111141219307771
"K03722","dinG; ATP-dependent DNA helicase DinG [EC:3.6.4.12]","","","","","","","blue",-0.47541377220841,-0.297344280221261,0.241588002670017,-0.000362020590891424,0.531248820033628,0.310213951322949,0.144657385496644,0.475917444853589,0.249897730638576,2.21108903789565e-28,3.10514506206337e-11,8.64640127590835e-08,0.993694777735759,3.07645592918444e-36,3.82087126315657e-12,0.00150135341684651,1.90550673925505e-28,2.97032303186022e-08
"K06373","spmA; spore maturation protein A","","","","","","","blue",-0.344081972985086,-0.394846534517249,0.00848867776510685,-0.013602246540964,0.116769054829746,0.0805690374182246,0.0233344357134889,0.473804382630489,0.124162581807401,9.27785581831347e-15,2.54523350319567e-19,0.852992390866547,0.766515656096696,0.0105368952625546,0.0781374016020468,0.610447975477245,3.55052533104073e-28,0.0065111015003212
"K03438","mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]","","","","","","","blue",-0.371860311142821,-0.311603279636807,-0.033777818590125,-0.034850251110818,0.182756677818523,-0.0819088648126193,0.179824269014116,0.472097657077477,0.114212259117084,3.72749255118205e-17,3.02858647454366e-12,0.4607924287954,0.446672992546644,5.73862505007492e-05,0.0732949542840439,7.56841755183851e-05,5.85100761737352e-28,0.0123732673940909
"K02650","pilA; type IV pilus assembly protein PilA","","","map02020","Two-component system","","","blue",-0.34445903745763,-0.309229012920832,0.0430384264389172,-0.0039681176885161,0.0162764779061372,-0.0715198916492265,0.0542673366051309,0.470347157730103,0.0168638279545888,8.63932948579473e-15,4.50182893229394e-12,0.347260409733083,0.930973623954688,0.72234918534918,0.118005117892074,0.235831989037791,9.73798360724398e-28,0.712765298662798
"K10121","K10121, msmF; fructooligosaccharide transport system permease protein","","","","","","","blue",-0.340178392251204,-0.341240383315052,0.0796689230124376,-0.0159592882707081,0.0168810276789062,0.0105940204331138,0.118033517243131,0.469202477584443,0.183048101823374,1.93012306509216e-14,1.58298373827184e-14,0.0815341000142198,0.727543051509237,0.712485319469905,0.817111146436695,0.00972141339328197,1.35660013846723e-27,5.58161215601893e-05
"K03545","tig; trigger factor","","","","","","","blue",-0.302577622931287,-0.493081538674769,-0.208382434195665,-0.0637820679289805,0.0341702505289397,-0.0550544592702443,0.12844483311542,0.46789490894256,0.107491885630422,1.34113024907906e-11,1.03137327385736e-30,4.23826861488853e-06,0.163404930031413,0.455597099062798,0.229096376394249,0.0048704651838873,1.9781547581201e-27,0.0186101164497532
"K00302","soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.1]","R12967","Sarcosine + Tetrahydrofolate + Oxygen <=> Glycine + 5,10-Methylenetetrahydrofolate + Hydrogen peroxide","map01100","Metabolic pathways","","","blue",-0.409164871756631,-0.25546154477304,0.180821061614381,-0.011548210399983,0.252133111892437,0.153650020090501,0.134734473294847,0.46753821957729,0.141917707028582,9.29528526932069e-21,1.42129944610419e-08,6.89220954965767e-05,0.800969200153253,2.21362111723307e-08,0.00074066831877734,0.003130884368184,2.19191070274854e-27,0.00184770284931637
"K10122","K10122, msmG; fructooligosaccharide transport system permease protein","","","","","","","blue",-0.341350827693752,-0.295297322500084,0.124147278588668,-0.00223757006937021,-0.011081202451285,0.00472798007317934,0.161405905400569,0.462179105621805,0.177342214651097,1.55060947602668e-14,4.29241019811019e-11,0.00651776114376567,0.961043837802867,0.808859407532585,0.917798593339455,0.000390248438446602,1.00945711695484e-26,9.53398274327158e-05
"K17236","araQ; arabinosaccharide transport system permease protein","","","map02010","ABC transporters","","","blue",-0.273542476066459,-0.268791158782347,-0.0238998538443735,-0.0365975937809232,-0.0853193267652046,-0.0546153086935195,0.0578170913087547,0.460714681817118,-0.00833997872518403,1.14605005004743e-09,2.2621280881145e-09,0.601822318449646,0.424202022374615,0.0620652641925926,0.232837273195352,0.20653904369662,1.52510869902049e-26,0.855539083893654
